CATEGORIA;CÓDIGO ERP;PART NUMBER;FABRICANTE;TIPO DE MEDIÇÃO;DIÂMETRO DE MONTAGEM;POSIÇÃO DE MONTAGEM;CONEXÃO DO INSTRUMENTO;MATERIAL DO INVÓLUCRO;MATERIAL DOS INTERNOS;VISOR;CLASSE DE EXATIDÃO;UNIDADE DE LEITURA;FAIXA DE TRABALHO;ENCHIMENTO DE GLICERINA;CERTIFICADOS;TUBO SIFÃO;SELO DIAFRAGMA;CONTATO ELÉTRICO;VÁLVULA DE ISOLAMENTO;NCM;ESTOQUE;PREÇO;IMAGENS
MANÔMETRO;;120G.10026-0016KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;16/230;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0020KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;20/300;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0025KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;25/350;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0028KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;28/400;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0040KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;40/600;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0070KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;70/1000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0100KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;100/1500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0140KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;140/2000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0200KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;200/3000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0300KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;300/4500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0400KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;400/6000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0600KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;600/8500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0700KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;700/10000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-1000KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;1000/15000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0001KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;01//15;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0002KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;2/30;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0003KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;3/45;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0004KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;4/60;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0006KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;6/85;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0007KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;7/100;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0010KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;10/150;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0014KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;14/200;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0016KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;16/230;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0020KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;20/300;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0025KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;25/350;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0028KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;28/400;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0040KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;40/600;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0070KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;70/1000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0100KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;100/1500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0140KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;140/2000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0200KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;200/3000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0300KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;300/4500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0400KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;400/6000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0600KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;600/8500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-0700KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;700/10000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11416-1000KG/PSI;QUALITEC;RELATIVO;114MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;1000/15000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0001KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;01//15;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0002KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;2/30;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0003KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;3/45;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0004KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;4/60;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0006KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;6/85;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0007KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;7/100;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0010KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;10/150;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0014KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;14/200;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0016KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;16/230;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0020KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;20/300;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0025KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;25/350;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0028KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;28/400;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0040KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;40/600;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0070KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;70/1000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0100KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;100/1500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0140KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;140/2000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0200KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;200/3000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0300KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;300/4500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0400KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;400/6000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0600KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;600/8500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-0700KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;700/10000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.11426-1000KG/PSI;QUALITEC;RELATIVO;114MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;1000/15000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0001KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;01//15;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0002KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;2/30;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0003KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;3/45;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0004KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;4/60;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0006KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;6/85;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0007KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;7/100;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0010KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;10/150;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0014KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;14/200;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0016KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;16/230;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0020KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;20/300;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0025KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;25/350;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0028KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;28/400;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0040KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;40/600;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0070KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;70/1000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0100KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;100/1500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0140KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;140/2000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0200KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;200/3000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0300KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;300/4500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0400KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;400/6000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0600KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;600/8500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-0700KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;700/10000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16016-1000KG/PSI;QUALITEC;RELATIVO;160MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;1000/15000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16026-0001KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;01//15;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16026-0002KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;2/30;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.16026-0003KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;3/45;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
